"Splunk_Instance","Splunk_Roles",app,author,stanza,attribute,value,sharing,updated
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Uptime","FIELDALIAS-dest_for_wmi","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Uptime","FIELDALIAS-pid_for_wmi","IDProcess AS pid",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Uptime","FIELDALIAS-src_for_wmi","host AS src",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Uptime","FIELDALIAS-uptime_for_wmi_uptime","SystemUpTime AS uptime",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-description_for_wmi_user_account_status","Description AS description",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-dest_for_wmi","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-dest_nt_domain_for_wmi_useraccounts","Domain AS dest_nt_domain",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-pid_for_wmi","IDProcess AS pid",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-src_for_wmi","host AS src",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-status_for_wmi_useraccounts","Status AS status",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-user_for_wmi_useraccounts","Name AS user",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:UserAccounts","FIELDALIAS-user_id_for_wmi_useraccounts","SID AS user_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Version","FIELDALIAS-description","Caption as description",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Version","FIELDALIAS-dest_for_wmi","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Version","FIELDALIAS-os_name_for_wmi_version","Caption AS os_name,Caption AS family",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Version","FIELDALIAS-os_version_for_wmi_version","Version AS kernel_release,Version AS os_release,Version AS version",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Version","FIELDALIAS-pid_for_wmi","IDProcess AS pid",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:Version","FIELDALIAS-src_for_wmi","host AS src",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-dest_for_wmi","ComputerName AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-dvc_for_windows","host AS dvc_nt_host, ComputerName as dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-pid_for_wmi","IDProcess AS pid",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Application","FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-Status_as_ta_windows_status","Status AS ta_windows_status",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-body_for_windows_security","Message AS body",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-dest_for_wmi","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-dvc_for_windows","host AS dvc_nt_host, ComputerName as dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-object_for_windows_security","sourcetype AS object",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-pid_for_wmi","IDProcess AS pid",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-src_port_for_windows_security","Source_Port AS src_port",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:Security","FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-body_for_windows_system","signature_message AS body, Message AS body",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-dvc_for_windows","host AS dvc_nt_host, ComputerName as dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-package_for_windows","signature_id AS package",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-package_title_for_windows","signature AS package_title",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-pid_for_wmi","IDProcess AS pid",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"WMI:WinEventLog:System","FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinEventLog,"FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinEventLog,"FIELDALIAS-dvc_for_windows","host AS dvc_nt_host, ComputerName as dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinEventLog,"FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinEventLog,"FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinEventLog,"FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinEventLog,"FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinHostMon,"FIELDALIAS-dest_for_winhostmon","host as dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinRegistry,"FIELDALIAS-dest_for_WinRegistry","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinRegistry,"FIELDALIAS-registry_value_type","data_type AS registry_value_type",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WinRegistry,"FIELDALIAS-vendor_action_for_WinRegistry","registry_type AS vendor_action",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WindowsUpdateLog,"FIELDALIAS-dest_for_windowsupdatelog","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WindowsUpdateLog,"FIELDALIAS-package_for_windows","signature_id AS package",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WindowsUpdateLog,"FIELDALIAS-package_title_for_windows","signature AS package_title",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,WindowsUpdateLog,"FIELDALIAS-process_id_for_windowsupdatelog","pid as process_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,XmlWinEventLog,"FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,XmlWinEventLog,"FIELDALIAS-dvc_for_windows","host AS dvc_nt_host,Computer AS dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,XmlWinEventLog,"FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,XmlWinEventLog,"FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,XmlWinEventLog,"FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,XmlWinEventLog,"FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-dest_for_fs_notification","host AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-file_acl_for_fs_notification","mode AS file_acl",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-file_hash_for_fs_notification","hash AS file_hash",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-file_name_for_fs_notification","object AS file_name",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-file_path_for_fs_notification","object_path AS file_path",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-file_size_for_fs_notification","size AS file_size",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-object_attrs_for_fs_notification","chgs AS object_attrs",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-user_for_fs_notification","uid AS user",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"fs_notification","FIELDALIAS-vendor_action_for_fs_notification","action AS vendor_action",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:Application","FIELDALIAS-Status_as_Error_Code","Status AS Error_Code",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:Security","FIELDALIAS-Status_as_Error_Code","Status AS Error_Code",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:Security","FIELDALIAS-Status_as_ta_windows_status","Status AS ta_windows_status",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:Security","FIELDALIAS-body_for_windows_security","Message AS body",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:Security","FIELDALIAS-object_for_windows_security","sourcetype AS object",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:Security","FIELDALIAS-src_port_for_windows_security","Source_Port AS src_port",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:System","FIELDALIAS-Status_as_Error_Code","Status AS Error_Code",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:System","FIELDALIAS-body_for_windows_system","signature_message AS body, Message AS body",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:System","FIELDALIAS-package_for_windows","signature_id AS package",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:System","FIELDALIAS-package_title_for_windows","signature AS package_title",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::WinEventLog:System","FIELDALIAS-updateTitle_as_signature","updateTitle AS signature",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Application","FIELDALIAS-Status_as_Error_Code","Status AS Error_Code",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Application","FIELDALIAS-dest_for_xmlwineventlog_application","Computer AS dest",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-Status_as_Error_Code","Status AS Error_Code",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-Status_as_ta_windows_status","Status AS ta_windows_status",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-Target_Domain_as_Group_Domain","TargetDomainName AS Group_Domain",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-Target_User_Name_as_Group_Name","TargetUserName AS Group_Name",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-body_for_windows_security","Message AS body",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-object_for_windows_security","sourcetype AS object",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:Security","FIELDALIAS-src_port_for_windows_security","Source_Port AS src_port",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:System","FIELDALIAS-Status_as_Error_Code","Status AS Error_Code",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:System","FIELDALIAS-package_for_windows","signature_id AS package",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:System","FIELDALIAS-package_title_for_windows","signature AS package_title",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,"source::XmlWinEventLog:System","FIELDALIAS-updateTitle_as_signature","updateTitle AS signature",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,wineventlog,"FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,wineventlog,"FIELDALIAS-dvc_for_windows","host AS dvc_nt_host, ComputerName as dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,wineventlog,"FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,wineventlog,"FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,wineventlog,"FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,wineventlog,"FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,xmlwineventlog,"FIELDALIAS-category_for_windows","TaskCategory as category",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,xmlwineventlog,"FIELDALIAS-dvc_for_windows","host AS dvc_nt_host,Computer AS dvc",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,xmlwineventlog,"FIELDALIAS-event_id_for_windows","RecordNumber AS event_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,xmlwineventlog,"FIELDALIAS-id_for_windows","RecordNumber AS id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,xmlwineventlog,"FIELDALIAS-severity_id_for_windows","EventType AS severity_id",global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",system,xmlwineventlog,"FIELDALIAS-user_group_id_for_windows","Primary_Group_ID AS user_group_id",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-dest_for_splunk_access","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-file_acl_for_splunk_filesystem_change","mode as file_acl",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-file_name_for_splunk_filesystem_change","vendor_object as file_name",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-file_path_for_splunk_filesystem_change","vendor_object_path as file_path",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-file_size_for_splunk_filesystem_change","size as file_size",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-object_attrs_for_splunk_endpoint_change","chgs as object_attrs",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-object_for_splunk_endpoint_change","vendor_object as object",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-object_path_for_splunk_endpoint_change","vendor_object_path as object_path",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-status_for_splunk_endpoint_change","vendor_status as status",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",system,audittrail,"FIELDALIAS-user_id_for_splunk_endpoint_change","uid as user_id",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,bandwidth,"FIELDALIAS-packets_in","rxPackets_PS as packets_in",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,bandwidth,"FIELDALIAS-packets_out","txPackets_PS as packets_out",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"bash_history","FIELDALIAS-bhist","_raw AS bash_command",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"bash_history","FIELDALIAS-dest_for_history","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-PercentSystemTime_for_cpu","pctSystem AS PercentSystemTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-PercentUserTime_for_cpu","pctUser AS PercentUserTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-cpu_for_cpu","CPU as cpu",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-cpu_instance_for_cpu","CPU as cpu_instance",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-dest_for_cpu","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-idle_time_for_cpu","pctIdle AS PercentIdleTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-nice_time_for_cpu","pctNice AS PercentNiceTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-src_for_cpu","host as src",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,cpu,"FIELDALIAS-wait_time_for_cpu","pctIowait AS PercentWaitTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,df,"FIELDALIAS-dest_for_df","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,df,"FIELDALIAS-filesystem_for_df","Filesystem AS filesystem",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,df,"FIELDALIAS-filesystem_type_for_df","Type as filesystem_type",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,df,"FIELDALIAS-mount_for_df","MountedOn AS mount",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,df,"FIELDALIAS-src_for_df","host as src",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-dest_for_fs_notification","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-file_acl_for_fs_notification","mode as file_acl",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-file_hash_for_fs_notification","hash as file_hash",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-file_name_for_fs_notification","object as file_name",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-file_path_for_fs_notification","object_path as file_path",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-file_size_for_fs_notification","size as file_size",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-object_attrs_for_fs_notification","chgs as object_attrs",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-user_for_fs_notification","uid as user",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"fs_notification","FIELDALIAS-vendor_action_for_fs_notification","action as vendor_action",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,iostat,"FIELDALIAS-latency","avgWaitMillis as latency",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,iostat,"FIELDALIAS-mount","Device as mount",global,"1970-01-01T00:00:00+00:00"
