"cluster_label","Splunk_Roles","Splunk_Instance","Num_Splunk_Instances",title,app,coldPath,"coldPath.maxDataSizeMB",coldToFrozenDir,coldToFrozenScript,currentDBSizeMB,"datamodel_summary_size",datatype,frozenTimePeriodInSecs,homePath,"homePath.maxDataSizeMB",isInternal,maxDataSize,maxGlobalDataSizeMB,maxGlobalRawDataSizeMB,maxHotBuckets,maxHotIdleSecs,maxHotSpanSecs,maxTime,maxTotalDataSizeMB,maxWarmDBCount,minHotIdleSecsBeforeForceRoll,minTime,quarantineFutureSecs,quarantinePastSecs,repFactor,rotatePeriodInSecs,thawedPath,throttleCheckPeriod,totalEventCount,"total_bucket_count","total_capacity","total_raw_size",tstatsHomePath,disabled
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,appmsadmon,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",5,"0.000",event,31536000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582236089.000000",4294967295,300,auto,"1582159447.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,3284,7,"4294967295.000","17.675","volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,appmsadsec,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,apps,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,assets,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"audit_summary","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,"0.000",event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582606862.000000",4294967295,300,auto,"1581915662.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,2970,6,"4294967295.000","0.774","volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"audit_summary2","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,autopatch,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,aws,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws-cloudtrail","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws-config","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
