"Splunk_Instance","Splunk_Roles",app,sharing,stanza,name,value,author,updated
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_SA_CIM",global,audittrail,action,"case(match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=succeeded""),""success"",match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=failed""),""failure"",match(_raw,""action\=add""),""created"",match(_raw,""action\=delete""),""deleted"",match(_raw,""action\=update""),""modified"",1=1,action)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_SA_CIM",global,audittrail,app,"if(match(_raw,""action\=login\sattempt""),""splunk"",app)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_SA_CIM",global,audittrail,"file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_SA_CIM",global,audittrail,user,"if(isnull(user) OR user=""n/a"" OR user="""",user_id,user)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_SA_CIM",global,audittrail,"vendor_status","if(isdir==0 OR isdir==1, ""success"", vendor_status)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"Linux:SELinuxConfig",note,"""SELinux is a Linux feature that provides a variety of security policies, including U.S. Department of Defense style mandatory access controls, through the use of Linux Security Modules""",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"aix_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,bandwidth,bytes,"(rxKB_PS+txKB_PS)*1024",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,bandwidth,"bytes_in","rxKB_PS*1024",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,bandwidth,"bytes_out","txKB_PS*1024",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,bandwidth,packets,"rxPackets_PS+txPackets_PS",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,cpu,"cpu_load_percent","100-pctIdle",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,cpu,"cpu_user_percent",pctUser,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,FreeMBytes,"case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,PercentFreeSpace,"100.0-tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,PercentUsedSpace,"tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,TotalMBytes,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,UsedMBytes,"case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,storage,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,"storage_free","case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,"storage_free_percent","100.0-tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,"storage_used","case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,df,"storage_used_percent","tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"fs_notification","file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,hardware,RealMemoryMB,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,hardware,SwapMemoryMB,"case(match(Unit, ""kB""), SwapMemory*pow(1024,-1), match(Unit, ""KB""), SwapMemory*pow(1024,-1), match(Unit, ""mB""), SwapMemory, match(Unit, ""MB""), SwapMemory, match(Unit, ""gB""), SwapMemory*pow(1024,1), match(Unit, ""GB""), SwapMemory*pow(1024,1), match(Unit, ""tB""), SwapMemory*pow(1024,2), match(Unit, ""TB""), SwapMemory*pow(1024,2), match(Unit, ""pB""), SwapMemory*pow(1024,3), match(Unit, ""PB""), SwapMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,hardware,mem,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,iostat,"total_ops","case(rReq_PS == ""?"", ""?"", wReq_PS == ""?"", ""?"", 1=1, rReq_PS + wReq_PS)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"linux_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"linux_secure",signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,nfsiostat,"total_ops","read_ops + write_ops",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"osx_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"osx_secure",signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,UsedBytes,"RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,app,"if(ARGS!=""<noArgs>"", COMMAND."" "".ARGS,COMMAND)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,"cpu_time","replace(CPUTIME, ""^00:[0]{0,1}"", """")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,"mem_used","RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,process,"if(ARGS!=""<noArgs>"", COMMAND."" "".ARGS,COMMAND)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,"process_mem_used","RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,"process_name","replace(COMMAND, ""[\[\]()]"", """")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,ps,time,"replace(CPUTIME, ""^00:[0]{0,1}"", """")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::*:SSHDConfig",note,"if(match(sshd_protocol,""1""),""SSH-1 has inherent design flaws which make it vulnerable (e.g., man-in-the-middle attacks)"",null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::*:VSFTPDConfig",note,"""FTP uses clear text to pass authentication credentials.  Consider using SSH instead.""",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace",storage,"if(isnotnull(TotalMBytes),TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_free","if(isnotnull(FreeMegabytes),FreeMegabytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_free_percent","if(isnotnull(FreeMegabytes) AND isnotnull(TotalMBytes),(FreeMegabytes*100)/TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_used","if(isnotnull(UsedMegabytes),UsedMegabytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_used_percent","if(isnotnull(UsedMegabytes) AND isnotnull(TotalMBytes),(UsedMegabytes*100)/TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory",mem,"if(isnotnull(TotalMBytes),TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","mem_free","if(isnotnull(AvailableMBytes),AvailableMBytes,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","mem_used","if(isnotnull(UsedBytes),(UsedBytes/1048576),null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Service",service,"coalesce(UNIT, app)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version",os,"if(isnotnull(os_name) AND isnotnull(os_release),os_name."" "".os_release,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version","vendor_product","if(isnotnull(os_name),os_name,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(Linux|Unix):Service",note,"if(match(_raw,""runlevel[06]\=on""),""Runlevels 0 and 6 are reserved for halt and reboot respectively"",null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,"source::...(Linux|Unix):Service","start_mode","case(isnotnull(StartMode),StartMode,match(_raw,""runlevel\d+\=on""),""Auto"",1=1,""Disabled"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,syslog,action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,syslog,signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,vmstat,UsedBytes,"tonumber(memUsedMB, 10)*1048756",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,vmstat,mem,"if(isnotnull(memFreeMB) AND isnotnull(memUsedMB),(memFreeMB)+(memUsedMB),null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,vmstat,"mem_free","if(isnotnull(memFreeMB),memFreeMB,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,vmstat,"mem_page_ops","pgPageIn_PS + pgPageOut_PS",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_TA_nix",global,vmstat,"mem_used","if(isnotnull(memUsedMB),memUsedMB,null())",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ca_sh",global,"source::si_conf","field_child","coalesce(field_child,field_child_lookup)",system,"2019-11-25T03:09:55+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ca_sh",global,"source::si_conf","field_parent","coalesce(field_parent,field_parent_lookup)",system,"2019-11-25T03:09:55+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,scheduler,status,"case(status==""success"", ""completed"", status==""skipped"", ""skipped"", status==""continued"", ""deferred"")",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunk_resource_usage","data.search_props.label","if(isnull('data.search_props.label') AND isnotnull('data.search_props.sid'), ""N/A"", 'data.search_props.label')",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunk_resource_usage","data.search_props.provenance","if(isnull('data.search_props.provenance') AND isnotnull('data.search_props.sid'), ""unknown"", 'data.search_props.provenance')",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf",app,"mvindex('data.asset_uri{}', 1)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf","from_repo","'data.from_repo'",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf","object_name","mvindex('data.asset_uri{}', 3)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf","object_type","mvindex('data.asset_uri{}', 2)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf","optype_desc","'data.optype_desc'",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf",owner,"mvindex('data.asset_uri{}', 0)",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf",status,"'data.status'",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console",app,"splunkd_conf","to_repo","'data.to_repo'",system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",app,audittrail,"_raw","""""",system,"2018-09-28T09:58:52+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",app,audittrail,source,path,system,"2018-09-28T09:58:52+00:00"
ES,"PROD-ES-1|search_head","SA-EndpointProtection",global,"source::*:FreeDiskSpace","dest_mount","dest."" "".mount",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",created,"strptime(spath(_raw, ""response.registration.created""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",domain,"spath(_raw, ""domain"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",errcode,"spath(_raw, ""error.code"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",errmsg,"spath(_raw, ""error.message"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",expires,"strptime(spath(_raw, ""response.registration.expires""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",nameservers,"spath(_raw, ""response.name_servers{}"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",record,"spath(_raw, ""response.whois.record"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",registrant,"spath(_raw, ""response.registrant"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",registrar,"spath(_raw, ""response.registration.registrar"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools","resolved_domain","spath(_raw, ""resolved_domain"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",retrieved,"strptime(spath(_raw, ""response.whois.date""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",supporturl,"spath(_raw, ""resources.support"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:Domaintools",updated,"strptime(spath(_raw, ""response.registration.updated""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:System",created,"strptime(rtrim(created, "" .""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:System",expires,"strptime(rtrim(expires, "" .""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:System",nameservers,"split(replace(nameservers, ""\s+"", ""|""), ""|"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:System",updated,"strptime(rtrim(updated, "" .""),""%Y-%m-%d"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"source::...- Rule","orig_tag","if(mvcount(orig_tag)==1 AND orig_tag LIKE ""%|%"",split(orig_tag, ""|""),orig_tag)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,action,"case(match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=succeeded""),""success"",match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=failed""),""failure"",match(_raw,""action\=add""),""created"",match(_raw,""action\=delete""),""deleted"",match(_raw,""action\=update""),""modified"",1=1,action)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,app,"if(match(_raw,""action\=login\sattempt""),""splunk"",app)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,"file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,user,"if(isnull(user) OR user=""n/a"" OR user="""",user_id,user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,"vendor_status","if(isdir==0 OR isdir==1, ""success"", vendor_status)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","Cisco_ASA_user","coalesce(user,dest_user,src_user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",app,"""AAA""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",bytes,"bytes_in + (coalesce(bytes_out,0))",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",dest,"coalesce(dest,dest_ip,dest_ipv6)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",duration,"((coalesce(duration_day, 0))*24*60*60)+ (duration_hour*60*60) + (duration_minute*60) +(duration_second)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",product,"""ASA""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",src,"coalesce(if(match(src,""://""),null(),src),src_ip,src_ipv6)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",transport,"lower(transport)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",user,"coalesce(user,dest_user,src_user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa",vendor,"""Cisco""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","Cisco_ASA_user","coalesce(user,dest_user,src_user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",app,"""AAA""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",bytes,"bytes_in + (coalesce(bytes_out,0))",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",dest,"coalesce(dest,dest_ip,dest_ipv6)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",duration,"((coalesce(duration_day, 0))*24*60*60)+ (duration_hour*60*60) + (duration_minute*60) +(duration_second)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",product,"""FWSM""",system,"1970-01-01T00:00:00+00:00"
